code,report_year,AI_innovation,AI_risk,AI_total,AI_innovation_disclosure,AI_risk_disclosure,Size,Lev,ROA,Growth,CashRatio,TobinQ,ListAge,Board,Indep,Dual,Top1,SOE,turnover
000027,2020,1,0,1,1,0,25.460010313478037,0.633063486664836,0.040609,-0.017414,0.396629,0.88707,3.332204510175204,2.3978952727983707,0.2727272727272727,0,0.439076,1,0.1480057755338162
000027,2021,1,0,1,1,0,25.602328128288104,0.622932164968305,0.017181,0.543403,0.336658,0.915957,3.367295829986474,2.3978952727983707,0.2727272727272727,0,0.439076,1,0.5951946406170152
000027,2022,9,0,9,1,0,25.673915494584847,0.6154734930290287,0.018101,0.188636,0.324993,0.829657,3.4011973816621555,2.4849066497880004,0.5,0,0.439076,1,0.1650688704583717
000027,2023,11,0,11,1,0,25.756702318888156,0.6362063360906031,0.018891,0.079408,0.383061,0.836162,3.4339872044851463,2.3978952727983707,0.2727272727272727,0,0.439076,1,0.1372271098261679
000028,2019,2,0,2,1,0,24.23542628434238,0.5417792742500042,0.047532,0.206931,0.503434,1.068656,3.295836866004329,2.3978952727983707,0.3636363636363636,0,0.560581,1,
000028,2020,2,0,2,1,0,24.401956902032744,0.573460631084026,0.04676,0.146096,0.26682,1.030471,3.332204510175204,2.5649493574615367,0.3076923076923077,0,0.560581,1,0.0654276815402482
000028,2021,7,0,7,1,0,24.479422615246072,0.5787596655050818,0.037088,0.145992,0.211516,0.923216,3.367295829986474,2.5649493574615367,0.3076923076923077,0,0.560581,1,0.0473389242746162
000028,2022,6,0,6,1,0,24.47548998840707,0.5437202948771775,0.041493,0.074393,0.258811,0.854442,3.4011973816621555,2.3978952727983707,0.3636363636363636,0,0.560581,1,0.0601464408848701
000028,2023,13,0,13,1,0,24.58549116119473,0.5590212800917943,0.043432,0.0277,0.239758,0.874304,3.4339872044851463,2.3978952727983707,0.3636363636363636,0,0.560581,1,0.0842960295268879
000030,2019,9,0,9,1,0,23.282088686767644,0.4231168720476147,0.0718,0.2816,0.302517,1.083214,3.295836866004329,2.1972245773362196,0.3333333333333333,0,0.2441219999999999,1,
000030,2020,5,0,5,1,0,23.394754996390695,0.4278122944577106,0.066355,0.104297,0.299118,1.33169,3.332204510175204,2.3978952727983707,0.2727272727272727,0,0.2441219999999999,1,0.3225722895587466
000030,2021,13,0,13,1,0,23.42200104569175,0.4272183218737048,0.053089,0.154297,0.531685,1.316651,3.367295829986474,2.302585092994046,0.3,0,0.2441219999999999,1,0.2333104175050548
000030,2022,11,0,11,1,0,23.44843776641966,0.4448701039924521,0.031107,-0.020088,0.433601,0.960077,3.4011973816621555,2.302585092994046,0.3,0,0.2441219999999999,1,0.2504645881461483
