code,report_year,total_ai_sentences,innovation_sentences,risk_sentences,neutral_sentences,mixed_sentences,total_sentences_in_report,AI_Disclosure,AI_Innovation_Disclosure,AI_Risk_Disclosure,AI_Innovation_Ratio,AI_Risk_Ratio
000099,2020,2,0,0,2,0,1005,0.001990049751243781,0.0,0.0,0.0,0.0
000099,2021,3,2,0,1,0,1249,0.002401921537229784,0.001601281024819856,0.0,0.6666666666666666,0.0
000099,2022,1,1,0,0,0,1101,0.0009082652134423251,0.0009082652134423251,0.0,1.0,0.0
000100,2019,7,2,0,4,1,1536,0.004557291666666667,0.001302083333333333,0.0,0.2857142857142857,0.0
000100,2020,16,3,1,12,0,1448,0.01104972375690608,0.002071823204419889,0.0006906077348066298,0.1875,0.0625
000100,2022,18,8,1,9,0,1481,0.01215395003376097,0.005401755570560433,0.0006752194463200541,0.4444444444444444,0.05555555555555555
000100,2023,16,5,1,10,0,1509,0.01060304837640822,0.003313452617627568,0.0006626905235255136,0.3125,0.0625
000151,2019,3,0,1,2,0,1051,0.00285442435775452,0.0,0.0009514747859181732,0.0,0.3333333333333333
000151,2020,3,0,0,2,1,1127,0.002661934338952972,0.0,0.0,0.0,0.0
000151,2021,8,3,1,4,0,1422,0.005625879043600563,0.002109704641350211,0.0007032348804500703,0.375,0.125
000151,2022,7,3,0,3,1,1190,0.005882352941176471,0.002521008403361345,0.0,0.4285714285714285,0.0
000151,2023,7,6,0,1,0,1282,0.00546021840873635,0.0046801872074883,0.0,0.8571428571428571,0.0
000153,2021,1,1,0,0,0,1065,0.0009389671361502347,0.0009389671361502347,0.0,1.0,0.0
000153,2022,2,0,0,2,0,1185,0.001687763713080169,0.0,0.0,0.0,0.0
000153,2023,1,0,0,1,0,1186,0.0008431703204047217,0.0,0.0,0.0,0.0
000155,2019,2,1,0,1,0,1139,0.001755926251097454,0.000877963125548727,0.0,0.5,0.0
000155,2020,3,2,0,1,0,1201,0.002497918401332223,0.001665278934221482,0.0,0.6666666666666666,0.0
000155,2021,1,0,0,1,0,1561,0.0006406149903907751,0.0,0.0,0.0,0.0
000155,2022,4,1,0,3,0,1502,0.002663115845539281,0.0006657789613848203,0.0,0.25,0.0
000155,2023,6,3,0,3,0,1362,0.004405286343612335,0.002202643171806168,0.0,0.5,0.0
000156,2019,30,25,0,3,2,1084,0.02767527675276753,0.02306273062730627,0.0,0.8333333333333334,0.0
000156,2020,41,31,0,8,2,1340,0.03059701492537313,0.02313432835820895,0.0,0.7560975609756098,0.0
000156,2021,16,11,0,3,2,1024,0.015625,0.0107421875,0.0,0.6875,0.0
000156,2022,23,15,1,7,0,1014,0.02268244575936884,0.01479289940828402,0.0009861932938856016,0.6521739130434783,0.04347826086956522
000156,2023,24,16,1,7,0,1015,0.02364532019704434,0.01576354679802956,0.0009852216748768472,0.6666666666666666,0.04166666666666666
000157,2019,21,17,0,3,1,1417,0.01482004234297812,0.01199717713479181,0.0,0.8095238095238095,0.0
000157,2020,37,31,0,5,1,1431,0.02585604472396925,0.02166317260656883,0.0,0.8378378378378378,0.0
